677,2.096533,29.090828
746,2.292040,59.150218
765,2.352249,-45.746988
1067,3.308958,15.183616
1562,4.857013,-8.823829
1599,5.007976,-64.877623
1645,5.149434,8.190248
2021,6.413342,-77.255035
2072,6.550484,-43.679909
2081,6.570281,-42.305122
2484,7.885670,-62.958085
3092,9.831656,30.861226
3179,10.126613,56.537409
3419,10.896785,-17.986684
3760,12.072269,7.299920
3881,12.453457,41.078955
4427,14.177088,60.716750
4436,14.187907,38.499255
4577,14.651441,-29.357464
4889,15.704527,31.804337
4906,15.736066,7.890073
5165,16.521277,-46.718490
5348,17.096084,-55.245832
5364,17.146932,-10.181928
5447,17.432490,35.620830
5742,18.437230,24.583765
6193,19.866575,27.264087
6537,21.006047,-8.182754
6686,21.452513,60.235403
6867,22.091424,-43.317729
7007,22.545596,6.143933
7083,22.812423,-49.073077
7097,22.870808,15.345831
7588,24.428132,-57.236660
7884,25.357948,5.487604
8102,26.021364,-15.939556
8198,26.348286,9.157641
8645,27.865044,-10.334945
8796,28.270416,29.579397
8832,28.382355,19.294093
8833,28.388902,3.187478
8837,28.411749,-46.302446
8886,28.598681,63.670147
8903,28.659788,20.808299
9007,28.986802,-51.609587
9236,29.691133,-61.569924
9487,30.511669,2.763760
9640,30.974663,42.329848
9884,31.792858,23.462777
10064,32.385504,34.987392
10324,33.250046,8.846752
10602,34.127085,-51.512111
10670,34.328482,33.847321
10826,34.836611,-2.977061
11001,35.437596,-68.659424
11345,36.487551,-12.290452
11407,36.746271,-47.703827
11484,37.039658,8.460089
11767,37.946147,89.264138
11783,38.021988,-15.244320
12093,38.968704,5.593302
12387,39.870618,0.328517
12390,39.890549,-11.871582
12394,39.896765,-68.266948
12413,39.949664,-42.891633
12484,40.164916,-54.549924
12486,40.166382,-39.855309
12706,40.825519,3.236172
12770,41.030644,-13.858676
12828,41.234889,10.114220
12843,41.274923,-18.572651
13147,42.272331,-32.406284
13209,42.495789,27.260790
13254,42.645476,38.318908
13268,42.674137,55.895530
13701,44.106682,-8.897610
13847,44.565482,-40.304735
13954,44.928735,8.907401
14135,45.569913,4.089925
14146,45.598305,-23.624336
14240,45.903766,-59.737620
14328,46.199126,53.506450
14354,46.293738,38.840533
14576,47.042207,40.955651
14879,48.017833,-28.989106
15197,48.958445,-8.819840
15474,49.879040,-21.757942
15510,49.971770,-43.071549
15863,51.080619,49.861243
15900,51.203490,9.029065
16228,52.267227,59.940335
16537,53.235090,-9.458306
16611,53.446866,-21.632816
17358,55.731175,47.787653
17378,55.812317,-9.765199
17440,56.048145,-64.807094
17448,56.079693,32.288273
17651,56.712454,-23.248438
17678,56.809298,-74.239243
17797,57.149262,-37.620129
17847,57.290547,24.053524
17874,57.363670,-36.200113
17959,57.589483,71.332368
18246,58.532994,31.883658
18505,59.355981,63.072249
18532,59.463421,40.010273
18597,59.686406,-61.400151
18614,59.741249,35.791027
18724,60.170086,12.490376
19747,63.500339,-42.293873
19780,63.605963,-62.473979
19893,64.006214,-51.487096
19921,64.121181,-59.301748
20042,64.473411,-33.798331
20205,64.948058,15.627700
20455,65.733447,17.542584
20535,66.009022,-34.016986
20648,66.372156,17.927989
20889,67.153889,19.180521
20894,67.165312,15.870947
21060,67.708740,-44.953744
21281,68.498827,-55.045006
21393,68.887799,-30.562310
21421,68.980002,16.509762
21444,69.079752,-3.352448
21594,69.545296,-14.303587
21770,70.140930,-41.863570
21861,70.514360,-37.144766
21881,70.561265,22.956975
21949,70.766445,-70.931112
22109,71.375588,-3.254625
22449,72.458909,6.961247
22509,72.653009,8.900253
22549,72.801525,5.605101
22701,73.223668,-5.452756
22730,73.344814,2.508265
22783,73.512544,66.342660
22845,73.723767,10.151145
23015,74.248401,33.166135
23123,74.637095,1.714035
23453,75.619500,41.075890
23685,76.365217,-22.370857
23875,76.962641,-5.086263
23972,77.286596,-8.754076
24244,78.074531,-11.869143
24305,78.232805,-16.205429
24327,78.307854,-12.941288
24436,78.634464,-8.201639
24608,79.172065,45.999029
24845,79.893858,-13.176777
24873,79.995962,-12.315605
25110,80.640739,79.230757
25336,81.282784,6.349735
25428,81.572908,28.607873
25606,82.061360,-20.759232
25859,82.803065,-35.470436
25918,82.969424,-76.341663
25930,83.001666,-0.299093
25985,83.182558,-17.822292
26069,83.406318,-62.489856
26207,83.784490,9.934163
26311,84.053386,-1.201917
26451,84.411184,21.142593
26634,84.912250,-34.074049
26727,85.189687,-1.942578
27072,86.116562,-22.447487
27100,86.193413,-65.735541
27288,86.738957,-14.821947
27321,86.821181,-51.066713
27366,86.939116,-9.669602
27530,87.456570,-56.166489
27628,87.739803,-35.769292
27654,87.829803,-20.877514
27890,88.524584,-63.091021
27913,88.596183,20.276415
27989,88.792872,7.407036
28103,89.101326,-14.168038
28199,89.384216,-35.283307
28328,89.786627,-42.815108
28360,89.882373,44.947435
28380,89.930159,37.212764
28614,90.595793,9.647368
28716,90.979932,20.138459
28734,91.030069,23.263632
28910,91.538892,-14.935286
29038,91.893008,14.768523
29151,92.241268,2.499727
29426,92.984987,14.208814
29434,93.013651,16.130447
29651,93.713902,-6.274727
29655,93.719570,22.506824
29807,94.138064,-35.140732
30060,94.905795,59.010905
30122,95.078280,-30.063377
30277,95.528521,-33.436273
30324,95.674948,-17.955917
30343,95.739963,22.513850
30419,95.942074,4.592839
30438,95.987878,-52.695718
30867,97.204475,-7.033050
30883,97.240794,20.212167
31416,98.764083,-22.964833
31592,99.170829,-19.255709
31681,99.427926,16.399415
31685,99.440299,-43.195924
32246,100.983041,25.131155
32349,101.288541,-16.713143
